Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
English,Arts & Sciences,3-4,ENGL 372,ENGL,372,,Victorian Literature ,"This study of British Literature and Culture of the Victorian Age (1830-1901), including the Empire, will address specific questions of genre, theme, or historical developments. Readings may cover issues such as industry, imperialism, the cult of domesticity, aesthetics, the Woman Question, the Reform Acts, the place of the art and the artist, and modern nationalism.","CC, HE, HU, W"
English,Arts & Sciences,3-4,ENGL 377,ENGL,377,,American Romanticism ,"Literature from the antebellum United States viewed through the literary practices of sentimentalism (an ethos that values sympathy, empathy, and human contact) and the sublime (an aesthetic that attempts to create within readers a sense of the awe-inspiring, otherworldly, and terrifying aspects of life), as well as social conflicts over race, class, and gender.","CC, HE, HU, W"
English,Arts & Sciences,3-4,ENGL 378,ENGL,378,,Topics in American Realism ,"Topics in American literature from the Civil War to the early twentieth century. Topics may include the evolution of literary genres and movements, including realism and naturalism. Authors may include Twain, Davis, Howells, Harper, James, Chesnutt, Jewett, Chopin, Norris, Crane, Du Bois, Gilman, Wharton, Cahan, Olsen and Wright.","CC, HE, HU, W"
English,Arts & Sciences,3-4,ENGL 380,ENGL,380,,Contemporary American Literature ,Topics in American literature since World War II. Lectures and class discussions of new writers and of recent works of established writers organized around various themes of import for the contemporary period.,"CC, HE, HU, W"
English,Arts & Sciences,4,ENGL 381,ENGL,381,,"How Free Can We Be in the Modern World? Realism and Naturalism in American Literature, 1860-1940 ","Realist and naturalist novelists wondered if Americans were becoming more or less free. Was moral choice possible in a capitalist society devoted to money-making? Could African Americans achieve equality or was racism irreversible? Could women claim new forms of social, professional and sexual freedom – or was male dominance inescapable? Read masterpieces of realist and naturalist fiction and essays by Marx and Freud that changed the modern world. Students will explore the extent and limits of freedom in own lives.","CC, HE, HU, W"
English,Arts & Sciences,"3,4",ENGL 384,ENGL,384,,Contemporary World and Postcolonial Literature ,"Topics in contemporary world literature after 1960, engaging the history and legacy of European colonialism. Topics might include: African Literature; South Asian Literature; Caribbean Literature; and Literature of Globalization.","CC, HE, HU, W"
English,Arts & Sciences,1-4,ENGL 391,ENGL,391,,Special Topics ,"A topic, genre, or approach in literature or writing not covered in other courses.","CC, HE, HU, W"
English,Arts & Sciences,3-4,ENGL 392,ENGL,392,,Modern American Writing and the Problem of War ,"America has been at war continuously since 9/11 and almost continuously since the late 19th century. Explore writings by American novelists and poets (Twain, Hemingway, Cather, Dos Passos, Wright, H.D., and others) who revealed the catastrophic effects of modern warfare on our society. Study visionary political writings by early 20th-century activists who believed that economic justice and racial and gender equality required the abolition of war. Students will consider the relevance of these works to the challenges we face today.","CC, HE, HU, W"
English,Arts & Sciences,3-4,ENGL 393,ENGL,393,,"Modernism, Mourning and Social Justice ","Loss and disappointment come to us all. If we cannot mourn, we cannot heal or grow. Students will read American modernist masterpieces by Hemingway, Faulkner, H.D., Ellison and others. These writers explored intimate experiences of grief, like romantic disappointment or the death of a loved one. They also invented strategies for mourning collective injuries, like those inflicted by dynamics of racism, misogyny, and economic exploitation. Students will explore their own experiences of loss and develop strategies for sustaining political hope.","CC, HE, HU, W"
Ethics,Arts & Sciences,4,ETH 105,ETH,105,PHIL 105,Ethics ,"Examination of right and wrong, good and bad, from classic sources such as Plato, Aristotle, Hume, Kant, Mill and Nietzsche.","CC, HE, HU, W"
Ethics,Arts & Sciences,4,ETH 112,ETH,112,PHIL 112,Business Ethics ,"This course will explore moral problems that arise in the production and distribution of goods and services. Topics may include: the intersection of government and business, stakeholder vs stockholder theory, moral obligations of employers and employees, discrimination in the workplace, theories of ownership, fraudulent practices, cons and scams, and ethics in sales. (HU).","CC, HE, HU"
Ethics,Arts & Sciences,4,ETH 116,ETH,116,"HMS 116, PHIL 116, REL 116",Bioethics ,"Moral issues that arise in the context of health care and related biomedical fields in the United States today, examined in the light of the nature and foundation of moral rights and obligations. Topics include: confidentiality, informed consent, euthanasia, medical research and experimentation, genetics, and the distribution of health care.","CC, HE, HU"
Ethics,Arts & Sciences,4,ETH 119,ETH,119,"EVST 119, PHIL 119",Environmental Ethics ,"Evaluates the ethical and moral dimensions of humanity’s relationship to nature as well as our individual and collective moral duties to confront urgent environmental challenges. Topics may include the intersection of climate and social justice; responsibilities to future generations, distant others, and nonhuman animals; the limitations of traditional ethical, political, and economic frameworks for accommodating our obligations and commitments to justice; and possible legal and public policy responses.","CC, HE, HU"
Ethics,Arts & Sciences,4,ETH 120,ETH,120,"HMS 120, SOAN 120",Values and Ethics of Community-Engaged Research ,"The many dimensions of community-engaged research and learning are explored, with special attention to ethical practices, values, research methods, and critical reflection. Experiential and service aspects of the course provide opportunities for students to build skills for social and community change, as well as build capacity for research and critical inquiry.","CC, SS, SW"
